Country,Year,Emissions.Type.CO2,Emissions.Type.N2O,Emissions.Type.CH4
Latvia,2012,1240.0,2270.0,8190.0
Lebanon,1970,430.0,841.0,5380.0
Lebanon,1971,492.0,884.0,5470.0
Lebanon,1972,525.0,918.0,5990.0
Lebanon,1973,571.0,940.0,7400.0
Lebanon,1974,456.0,961.0,7530.0
Lebanon,1975,354.0,953.0,6710.0
Lebanon,1976,393.0,943.0,6290.0
Lebanon,1977,377.0,936.0,5470.0
Lebanon,1978,418.0,1030.0,6620.0
Lebanon,1979,441.0,1030.0,7440.0
Lebanon,1980,467.0,1070.0,7520.0
Lebanon,1981,482.0,1080.0,7620.0
Lebanon,1982,492.0,1080.0,5600.0
Lebanon,1983,469.0,1100.0,5980.0
Lebanon,1984,474.0,1120.0,6110.0
Lebanon,1985,464.0,1140.0,7130.0
Lebanon,1986,462.0,1160.0,7520.0
Lebanon,1987,461.0,1170.0,7690.0
Lebanon,1988,448.0,1170.0,5940.0
Lebanon,1989,479.0,1190.0,5980.0
Lebanon,1990,469.0,1240.0,5980.0
Lebanon,1991,508.0,1290.0,7410.0
Lebanon,1992,547.0,1340.0,7960.0
Lebanon,1993,606.0,1380.0,11400.0
Lebanon,1994,572.0,1410.0,12500.0
Lebanon,1995,683.0,1430.0,14500.0
Lebanon,1996,692.0,1480.0,15000.0
Lebanon,1997,707.0,1490.0,16500.0
Lebanon,1998,759.0,1520.0,16400.0
Lebanon,1999,754.0,1530.0,16900.0
Lebanon,2000,749.0,1570.0,15200.0
Lebanon,2001,790.0,1620.0,16400.0
Lebanon,2002,758.0,1700.0,16400.0
Lebanon,2003,814.0,1770.0,16400.0
Lebanon,2004,825.0,1820.0,16600.0
Lebanon,2005,811.0,1900.0,16500.0
Lebanon,2006,766.0,1930.0,15600.0
Lebanon,2007,740.0,1930.0,14100.0
Lebanon,2008,782.0,1950.0,17700.0
Lebanon,2009,811.0,1960.0,21500.0
Lebanon,2010,815.0,2000.0,20600.0
Lebanon,2011,843.0,2100.0,20900.0
Lebanon,2012,929.0,2230.0,21100.0
Lesotho,1970,106.0,512.0,1270.0
Lesotho,1971,106.0,485.0,1210.0
Lesotho,1972,107.0,471.0,1180.0
Lesotho,1973,117.0,462.0,1170.0
Lesotho,1974,120.0,479.0,1210.0
Lesotho,1975,129.0,494.0,1240.0
Lesotho,1976,136.0,487.0,1220.0
Lesotho,1977,142.0,452.0,1140.0
Lesotho,1978,143.0,456.0,1150.0
Lesotho,1979,172.0,476.0,1200.0
Lesotho,1980,156.0,506.0,1270.0
Lesotho,1981,155.0,510.0,1300.0
Lesotho,1982,156.0,522.0,1320.0
Lesotho,1983,155.0,507.0,1300.0
Lesotho,1984,150.0,501.0,1290.0
Lesotho,1985,158.0,523.0,1340.0
Lesotho,1986,163.0,529.0,1360.0
Lesotho,1987,205.0,605.0,1520.0
Lesotho,1988,171.0,605.0,1510.0
Lesotho,1989,191.0,572.0,1440.0
Lesotho,1990,142.0,499.0,1250.0
Lesotho,1991,163.0,493.0,1260.0
Lesotho,1992,161.0,551.0,1390.0
Lesotho,1993,164.0,547.0,1370.0
Lesotho,1994,187.0,533.0,1330.0
Lesotho,1995,197.0,512.0,1290.0
Lesotho,1996,196.0,487.0,1240.0
Lesotho,1997,226.0,478.0,1210.0
Lesotho,1998,211.0,435.0,1140.0
Lesotho,1999,229.0,611.0,1530.0
Lesotho,2000,230.0,583.0,1480.0
Lesotho,2001,237.0,589.0,1500.0
Lesotho,2002,230.0,546.0,1400.0
Lesotho,2003,243.0,545.0,1420.0
Lesotho,2004,244.0,529.0,1450.0
Lesotho,2005,241.0,572.0,1550.0
Lesotho,2006,242.0,555.0,1510.0
Lesotho,2007,259.0,556.0,1520.0
Lesotho,2008,271.0,539.0,1510.0
Lesotho,2009,260.0,543.0,1530.0
Lesotho,2010,281.0,542.0,1540.0
Lesotho,2011,293.0,541.0,1550.0
Lesotho,2012,300.0,544.0,1570.0
Liberia,1970,134.0,315.0,627.0
Liberia,1971,138.0,311.0,649.0
Liberia,1972,147.0,387.0,673.0
Liberia,1973,147.0,365.0,700.0
Liberia,1974,146.0,370.0,706.0
Liberia,1975,148.0,420.0,700.0
Liberia,1976,157.0,669.0,688.0
Liberia,1977,180.0,689.0,789.0
Liberia,1978,181.0,712.0,816.0
Liberia,1979,204.0,959.0,889.0
Liberia,1980,209.0,910.0,894.0
Liberia,1981,213.0,937.0,884.0
Liberia,1982,217.0,829.0,901.0
Liberia,1983,214.0,869.0,893.0
Liberia,1984,214.0,771.0,908.0
Liberia,1985,218.0,815.0,935.0
Liberia,1986,228.0,734.0,999.0
Liberia,1987,234.0,971.0,1010.0
Liberia,1988,248.0,863.0,1090.0
Liberia,1989,238.0,669.0,1090.0
Liberia,1990,189.0,397.0,932.0
Liberia,1991,174.0,329.0,869.0
Liberia,1992,170.0,305.0,842.0
Liberia,1993,162.0,308.0,778.0
Liberia,1994,159.0,291.0,748.0
Liberia,1995,159.0,305.0,743.0
Liberia,1996,167.0,321.0,790.0
Liberia,1997,185.0,382.0,892.0
Liberia,1998,198.0,384.0,975.0
Liberia,1999,212.0,417.0,1060.0
Liberia,2000,230.0,440.0,1150.0
Liberia,2001,237.0,488.0,1190.0
Liberia,2002,240.0,487.0,1220.0
Liberia,2003,248.0,521.0,1250.0
Liberia,2004,250.0,532.0,1380.0
Liberia,2005,255.0,582.0,1440.0
Liberia,2006,266.0,599.0,1520.0
Liberia,2007,279.0,643.0,1560.0
Liberia,2008,294.0,658.0,1640.0
Liberia,2009,307.0,632.0,1720.0
Liberia,2010,320.0,685.0,1780.0
Liberia,2011,330.0,716.0,1830.0
Liberia,2012,330.0,744.0,1860.0
Libya,1970,526.0,37900.0,147000.0
Libya,1971,485.0,26000.0,97900.0
Libya,1972,482.0,19700.0,64700.0
Libya,1973,532.0,18200.0,57200.0
Libya,1974,565.0,12500.0,27500.0
Libya,1975,725.0,16100.0,34600.0
Libya,1976,778.0,19500.0,46400.0
Libya,1977,736.0,21100.0,47500.0
Libya,1978,786.0,22700.0,47500.0
Libya,1979,933.0,25000.0,51900.0
Libya,1980,970.0,29200.0,50100.0
Libya,1981,914.0,25100.0,27500.0
Libya,1982,1050.0,28300.0,32800.0
Libya,1983,1050.0,27700.0,24200.0
Libya,1984,1020.0,29200.0,18500.0
Libya,1985,979.0,27700.0,14600.0
Libya,1986,993.0,32500.0,38000.0
Libya,1987,1010.0,30700.0,26900.0
Libya,1988,1000.0,33700.0,30700.0
Libya,1989,1040.0,34600.0,28300.0
Libya,1990,1110.0,37100.0,42400.0
Libya,1991,1100.0,36600.0,42300.0
Libya,1992,1030.0,37600.0,46900.0
Libya,1993,1100.0,40000.0,51400.0
Libya,1994,1110.0,45900.0,52900.0
Libya,1995,1200.0,49500.0,54500.0
Libya,1996,1180.0,52500.0,52900.0
Libya,1997,1210.0,48800.0,39400.0
Libya,1998,1260.0,48500.0,32900.0
Libya,1999,1310.0,47100.0,27900.0
Libya,2000,1200.0,49900.0,26800.0
Libya,2001,1280.0,49600.0,24500.0
Libya,2002,1250.0,51200.0,23900.0
Libya,2003,1160.0,55000.0,28200.0
Libya,2004,1200.0,55200.0,27800.0
Libya,2005,1280.0,56600.0,30700.0
Libya,2006,1340.0,56300.0,31300.0
Libya,2007,1360.0,53800.0,29900.0
Libya,2008,1380.0,55200.0,30700.0
Libya,2009,1490.0,62400.0,28100.0
Libya,2010,1580.0,66700.0,30100.0
Libya,2011,1340.0,42800.0,17300.0
Libya,2012,1440.0,49900.0,25600.0
Lithuania,1970,4620.0,5520.0,20200.0
Lithuania,1971,4840.0,5820.0,20300.0
Lithuania,1972,5040.0,6000.0,21600.0
Lithuania,1973,5330.0,6140.0,23200.0
Lithuania,1974,5580.0,6320.0,24900.0
Lithuania,1975,5660.0,6460.0,27100.0
Lithuania,1976,5660.0,6490.0,28200.0
Lithuania,1977,5730.0,6560.0,29200.0
Lithuania,1978,5780.0,6690.0,30200.0
Lithuania,1979,5810.0,6760.0,31200.0
Lithuania,1980,5850.0,6810.0,32400.0
Lithuania,1981,5810.0,6820.0,32800.0
Lithuania,1982,5740.0,6900.0,32900.0
Lithuania,1983,5840.0,7030.0,33000.0
Lithuania,1984,5860.0,7170.0,33500.0
Lithuania,1985,5860.0,7270.0,33700.0
Lithuania,1986,5800.0,7340.0,34000.0
Lithuania,1987,5800.0,7470.0,34200.0
Lithuania,1988,5640.0,7520.0,34100.0
Lithuania,1989,5340.0,7760.0,33700.0
Lithuania,1990,4930.0,7750.0,35400.0
Lithuania,1991,5070.0,7530.0,37300.0
Lithuania,1992,3830.0,7130.0,21200.0
Lithuania,1993,3180.0,5900.0,16500.0
Lithuania,1994,2790.0,5230.0,15900.0
Lithuania,1995,2670.0,4830.0,15300.0
Lithuania,1996,3100.0,4710.0,15800.0
Lithuania,1997,3190.0,4710.0,15200.0
Lithuania,1998,3390.0,4700.0,16100.0
Lithuania,1999,3350.0,4470.0,13500.0
Lithuania,2000,3520.0,4450.0,11900.0
Lithuania,2001,3540.0,4280.0,12600.0
Lithuania,2002,3770.0,4480.0,12700.0
Lithuania,2003,3830.0,4450.0,12700.0
Lithuania,2004,4020.0,4540.0,13300.0
Lithuania,2005,4250.0,4510.0,14000.0
Lithuania,2006,4190.0,4540.0,14400.0
Lithuania,2007,4850.0,4620.0,15700.0
Lithuania,2008,4750.0,4570.0,15600.0
Lithuania,2009,4340.0,4430.0,13000.0
Lithuania,2010,4270.0,4390.0,13900.0
Lithuania,2011,4840.0,4390.0,14200.0
Lithuania,2012,4930.0,4370.0,14500.0
Luxembourg,1970,219.0,504.0,18500.0
Luxembourg,1971,221.0,503.0,17200.0
Luxembourg,1972,223.0,500.0,16900.0
Luxembourg,1973,234.0,515.0,18300.0
Luxembourg,1974,231.0,539.0,17000.0
Luxembourg,1975,220.0,538.0,13500.0
Luxembourg,1976,223.0,535.0,14400.0
Luxembourg,1977,222.0,541.0,13700.0
Luxembourg,1978,237.0,551.0,14900.0
Luxembourg,1979,236.0,560.0,14100.0
Luxembourg,1980,233.0,565.0,13200.0
Luxembourg,1981,225.0,569.0,11200.0
Luxembourg,1982,219.0,569.0,10600.0
Luxembourg,1983,213.0,571.0,9920.0
Luxembourg,1984,222.0,575.0,10900.0
Luxembourg,1985,226.0,582.0,11100.0
Luxembourg,1986,225.0,580.0,10800.0
Luxembourg,1987,227.0,582.0,10300.0
Luxembourg,1988,229.0,576.0,10800.0
Luxembourg,1989,237.0,582.0,11600.0
Luxembourg,1990,246.0,593.0,11800.0
Luxembourg,1991,264.0,603.0,12200.0
Luxembourg,1992,267.0,600.0,11900.0
Luxembourg,1993,266.0,593.0,12100.0
Luxembourg,1994,260.0,586.0,11200.0
Luxembourg,1995,245.0,586.0,8970.0
Luxembourg,1996,244.0,583.0,9030.0
Luxembourg,1997,241.0,569.0,8510.0
Luxembourg,1998,236.0,560.0,7840.0
Luxembourg,1999,241.0,579.0,8210.0
Luxembourg,2000,260.0,585.0,8800.0
Luxembourg,2001,261.0,576.0,9380.0
Luxembourg,2002,259.0,559.0,10100.0
Luxembourg,2003,260.0,542.0,10500.0
Luxembourg,2004,272.0,528.0,11900.0
Luxembourg,2005,275.0,520.0,12200.0
Luxembourg,2006,271.0,525.0,12000.0
Luxembourg,2007,267.0,534.0,11400.0
Luxembourg,2008,273.0,535.0,11300.0
Luxembourg,2009,265.0,534.0,10600.0
Luxembourg,2010,275.0,554.0,11200.0
Luxembourg,2011,274.0,539.0,11100.0
Luxembourg,2012,267.0,521.0,10700.0
Macao,1970,1.72,64.5,82.3
Macao,1971,1.7,71.0,81.4
Macao,1972,1.9,70.8,106.0
Macao,1973,2.44,72.0,166.0
Macao,1974,2.52,71.3,184.0
Macao,1975,2.77,71.1,190.0
Macao,1976,2.65,70.1,197.0
Macao,1977,3.5,66.3,341.0
Macao,1978,3.65,67.6,283.0
Macao,1979,3.47,67.3,290.0
Macao,1980,4.19,72.7,329.0
Macao,1981,4.97,72.8,379.0
Macao,1982,4.81,75.5,389.0
Macao,1983,6.7,80.9,573.0
Macao,1984,5.63,78.1,552.0
Macao,1985,5.57,83.5,491.0
Macao,1986,6.62,87.8,612.0
Macao,1987,7.22,91.3,678.0
Macao,1988,7.97,96.5,707.0
Macao,1989,7.68,101.0,670.0
Macao,1990,8.14,119.0,665.0
Macao,1991,7.99,123.0,646.0
Macao,1992,8.02,131.0,648.0
Macao,1993,8.96,136.0,741.0
Macao,1994,8.36,137.0,610.0
Macao,1995,10.3,136.0,732.0
Macao,1996,12.8,182.0,909.0
Macao,1997,14.5,174.0,1020.0
Macao,1998,16.9,180.0,1260.0
Macao,1999,17.6,202.0,1280.0
Macao,2000,13.7,168.0,1330.0
Macao,2001,15.3,174.0,1540.0
Macao,2002,14.3,161.0,1570.0
Macao,2003,14.9,158.0,1640.0
Macao,2004,17.5,162.0,2020.0
Macao,2005,17.2,182.0,2080.0
Macao,2006,16.1,219.0,1910.0
Macao,2007,16.1,355.0,1890.0
Macao,2008,16.7,357.0,1930.0
Macao,2009,17.1,389.0,1980.0
Macao,2010,18.6,377.0,2130.0
Macao,2011,19.9,409.0,2300.0
Macao,2012,20.4,396.0,2350.0
Macedonia,1970,585.0,2070.0,9110.0
Macedonia,1971,585.0,2030.0,8540.0
Macedonia,1972,578.0,1970.0,8720.0
Macedonia,1973,586.0,1940.0,10200.0
Macedonia,1974,603.0,1910.0,10500.0
Macedonia,1975,612.0,1860.0,8300.0
Macedonia,1976,634.0,1820.0,9030.0
Macedonia,1977,663.0,1770.0,9430.0
Macedonia,1978,660.0,1750.0,9370.0
Macedonia,1979,664.0,1760.0,10700.0
Macedonia,1980,651.0,1730.0,9560.0
Macedonia,1981,676.0,1740.0,10000.0
Macedonia,1982,678.0,1730.0,8840.0
Macedonia,1983,696.0,1750.0,8270.0
Macedonia,1984,770.0,1780.0,9370.0
Macedonia,1985,716.0,1810.0,9830.0
Macedonia,1986,693.0,1830.0,10100.0
Macedonia,1987,690.0,1850.0,10100.0
Macedonia,1988,691.0,1870.0,10600.0
Macedonia,1989,663.0,1840.0,10600.0
Macedonia,1990,666.0,1870.0,11200.0
Macedonia,1991,564.0,1810.0,9900.0
Macedonia,1992,613.0,1790.0,8780.0
Macedonia,1993,606.0,1780.0,9010.0
Macedonia,1994,715.0,1730.0,8750.0
Macedonia,1995,656.0,1700.0,8690.0
Macedonia,1996,701.0,1750.0,10200.0
Macedonia,1997,662.0,1670.0,9220.0
Macedonia,1998,606.0,1700.0,10100.0
Macedonia,1999,587.0,1630.0,9350.0
Macedonia,2000,544.0,1680.0,9040.0
Macedonia,2001,503.0,1670.0,9220.0
Macedonia,2002,510.0,1650.0,8700.0
Macedonia,2003,491.0,1690.0,9440.0
Macedonia,2004,520.0,1770.0,9200.0
Macedonia,2005,484.0,1730.0,9670.0
Macedonia,2006,493.0,1780.0,9680.0
Macedonia,2007,466.0,1760.0,10400.0
Macedonia,2008,481.0,1830.0,10100.0
Macedonia,2009,458.0,1910.0,9120.0
Macedonia,2010,464.0,2080.0,9160.0
Macedonia,2011,460.0,2080.0,10200.0
Macedonia,2012,453.0,1980.0,9850.0
Madagascar,1970,443.0,4950.0,14300.0
Madagascar,1971,444.0,4640.0,13600.0
Madagascar,1972,464.0,4740.0,13900.0
Madagascar,1973,505.0,4820.0,14300.0
Madagascar,1974,518.0,4920.0,14500.0
Madagascar,1975,557.0,4980.0,14700.0
Madagascar,1976,702.0,5030.0,14700.0
Madagascar,1977,741.0,5110.0,15500.0
Madagascar,1978,789.0,5590.0,16100.0
Madagascar,1979,934.0,5560.0,16200.0
Madagascar,1980,910.0,5710.0,16700.0
Madagascar,1981,888.0,5790.0,16700.0
Madagascar,1982,791.0,5820.0,16800.0
Madagascar,1983,904.0,5810.0,16800.0
Madagascar,1984,890.0,5820.0,16800.0
Madagascar,1985,956.0,5790.0,16800.0
Madagascar,1986,878.0,5820.0,16900.0
Madagascar,1987,1110.0,5820.0,16500.0
Madagascar,1988,1260.0,5830.0,16600.0
Madagascar,1989,1070.0,5810.0,16900.0
Madagascar,1990,953.0,5820.0,16900.0
Madagascar,1991,1110.0,5850.0,16800.0
Madagascar,1992,1130.0,5890.0,17100.0
Madagascar,1993,1170.0,5940.0,17400.0
Madagascar,1994,1370.0,5980.0,17100.0
Madagascar,1995,1470.0,6030.0,17200.0
Madagascar,1996,1500.0,6060.0,17200.0
Madagascar,1997,1720.0,6030.0,17400.0
Madagascar,1998,1560.0,6000.0,17600.0
Madagascar,1999,1620.0,5980.0,17600.0
Madagascar,2000,1750.0,5950.0,17700.0
Madagascar,2001,1900.0,5310.0,16500.0
Madagascar,2002,1880.0,4950.0,15900.0
Madagascar,2003,1990.0,5050.0,16200.0
Madagascar,2004,2050.0,5100.0,17000.0
Madagascar,2005,2100.0,5730.0,18400.0
Madagascar,2006,2190.0,5810.0,18700.0
Madagascar,2007,2420.0,5870.0,19000.0
Madagascar,2008,2500.0,5970.0,19300.0
Madagascar,2009,2450.0,6050.0,20600.0
Madagascar,2010,2660.0,6110.0,21200.0
Madagascar,2011,2760.0,6170.0,20900.0
Madagascar,2012,2830.0,6220.0,20700.0
Malawi,1970,479.0,678.0,1860.0
Malawi,1971,481.0,708.0,1960.0
Malawi,1972,484.0,734.0,2090.0
Malawi,1973,502.0,757.0,2060.0
Malawi,1974,520.0,757.0,2150.0
Malawi,1975,591.0,832.0,2300.0
Malawi,1976,559.0,915.0,2440.0
Malawi,1977,559.0,870.0,2380.0
Malawi,1978,640.0,940.0,2450.0
Malawi,1979,726.0,911.0,2500.0
Malawi,1980,679.0,972.0,2510.0
Malawi,1981,656.0,1060.0,2610.0
Malawi,1982,605.0,1090.0,2700.0
Malawi,1983,543.0,1100.0,2750.0
Malawi,1984,518.0,1150.0,2880.0
Malawi,1985,551.0,1160.0,3050.0
Malawi,1986,572.0,1230.0,3140.0
Malawi,1987,713.0,1330.0,3290.0
Malawi,1988,696.0,1210.0,3180.0
Malawi,1989,742.0,1230.0,3280.0
Malawi,1990,679.0,1200.0,3180.0
Malawi,1991,807.0,1310.0,3200.0
Malawi,1992,806.0,1350.0,3180.0
Malawi,1993,800.0,1340.0,3240.0
Malawi,1994,946.0,1030.0,3140.0
Malawi,1995,992.0,1190.0,3140.0
Malawi,1996,986.0,1290.0,3190.0
Malawi,1997,1170.0,1300.0,3180.0
Malawi,1998,1040.0,1350.0,3390.0
Malawi,1999,1100.0,1320.0,3480.0
Malawi,2000,1070.0,1420.0,3640.0
Malawi,2001,1130.0,1280.0,3680.0
Malawi,2002,1150.0,2110.0,3740.0
Malawi,2003,1180.0,2150.0,3840.0
Malawi,2004,1220.0,2150.0,4130.0
Malawi,2005,1260.0,2210.0,4280.0
Malawi,2006,1300.0,2310.0,4450.0
Malawi,2007,1380.0,2280.0,4700.0
Malawi,2008,1460.0,2400.0,4960.0
Malawi,2009,1450.0,2510.0,5170.0
Malawi,2010,1560.0,2700.0,5440.0
Malawi,2011,1600.0,2710.0,5690.0
Malawi,2012,1630.0,2710.0,5830.0
Malaysia,1970,5620.0,12000.0,14300.0
Malaysia,1971,5700.0,14000.0,14800.0
Malaysia,1972,5740.0,15300.0,14900.0
Malaysia,1973,6000.0,15100.0,15400.0
Malaysia,1974,5780.0,18500.0,18500.0
Malaysia,1975,5880.0,20100.0,19900.0
Malaysia,1976,5960.0,21700.0,21900.0
Malaysia,1977,6060.0,20900.0,21800.0
Malaysia,1978,6230.0,19100.0,23700.0
Malaysia,1979,6460.0,23300.0,26700.0
Malaysia,1980,6570.0,22700.0,28600.0
Malaysia,1981,6510.0,20500.0,30000.0
Malaysia,1982,6620.0,21700.0,31700.0
Malaysia,1983,6780.0,25500.0,35300.0
Malaysia,1984,7200.0,27700.0,36600.0
Malaysia,1985,7120.0,21700.0,37600.0
Malaysia,1986,7010.0,24300.0,38000.0
Malaysia,1987,7130.0,23300.0,39000.0
Malaysia,1988,7330.0,25700.0,41700.0
Malaysia,1989,7680.0,28100.0,48900.0
Malaysia,1990,7700.0,27400.0,56800.0
Malaysia,1991,7820.0,29100.0,67500.0
Malaysia,1992,8320.0,29300.0,70600.0
Malaysia,1993,8320.0,37100.0,77100.0
Malaysia,1994,8430.0,35600.0,82500.0
Malaysia,1995,8490.0,36100.0,89100.0
Malaysia,1996,8440.0,37800.0,101000.0
Malaysia,1997,9140.0,38500.0,108000.0
Malaysia,1998,9530.0,39600.0,108000.0
Malaysia,1999,9300.0,38100.0,118000.0
Malaysia,2000,9530.0,37600.0,128000.0
Malaysia,2001,9330.0,37000.0,133000.0
Malaysia,2002,9650.0,38100.0,143000.0
Malaysia,2003,10300.0,38600.0,151000.0
Malaysia,2004,10800.0,42700.0,167000.0
Malaysia,2005,10900.0,44500.0,178000.0
Malaysia,2006,11200.0,44700.0,186000.0
Malaysia,2007,11400.0,44800.0,203000.0
Malaysia,2008,11600.0,46300.0,216000.0
Malaysia,2009,11900.0,45000.0,195000.0
Malaysia,2010,12200.0,43400.0,208000.0
Malaysia,2011,12200.0,44700.0,215000.0
Malaysia,2012,12400.0,44600.0,217000.0
Maldives,1970,2.35,12.5,10.3
Maldives,1971,2.2,12.9,10.3
Maldives,1972,2.23,13.2,10.4
Maldives,1973,2.66,13.5,10.1
Maldives,1974,2.74,14.7,11.1
Maldives,1975,2.88,15.0,12.0
Maldives,1976,2.89,15.3,11.9
Maldives,1977,2.92,15.6,16.7
Maldives,1978,3.48,16.8,36.1
Maldives,1979,3.41,17.2,30.5
Maldives,1980,3.41,18.1,20.3
Maldives,1981,3.78,19.3,26.8
Maldives,1982,3.81,19.7,24.7
Maldives,1983,4.22,20.9,25.3
Maldives,1984,5.01,21.5,45.9
Maldives,1985,5.38,23.5,49.5
Maldives,1986,5.46,24.0,54.6
Maldives,1987,5.67,25.1,60.8
Maldives,1988,6.14,25.7,59.6
Maldives,1989,5.59,26.8,54.6
Maldives,1990,5.4,28.1,57.5
Maldives,1991,5.82,28.4,57.9
Maldives,1992,6.1,29.1,56.0
Maldives,1993,6.49,29.9,65.4
Maldives,1994,7.61,32.1,113.0
Maldives,1995,9.3,36.3,162.0
Maldives,1996,9.87,38.6,171.0
Maldives,1997,9.89,39.6,143.0
Maldives,1998,10.5,41.2,166.0
Maldives,1999,11.2,43.0,179.0
Maldives,2000,10.7,34.8,281.0
Maldives,2001,11.4,35.7,317.0
Maldives,2002,12.6,36.9,402.0
Maldives,2003,14.1,38.3,463.0
Maldives,2004,15.0,39.4,515.0
Maldives,2005,15.8,40.6,539.0
Maldives,2006,17.1,41.9,615.0
Maldives,2007,18.2,43.1,631.0
Maldives,2008,19.1,44.7,681.0
Maldives,2009,20.1,46.2,682.0
Maldives,2010,22.2,48.0,818.0
Maldives,2011,23.6,49.5,891.0
Maldives,2012,24.2,51.0,930.0
Mali,1970,285.0,3030.0,8320.0
Mali,1971,284.0,3090.0,8480.0
Mali,1972,293.0,2700.0,7610.0
Mali,1973,323.0,2470.0,7250.0
Mali,1974,329.0,2200.0,6780.0
Mali,1975,348.0,2390.0,7330.0
Mali,1976,397.0,2540.0,7380.0
Mali,1977,428.0,2600.0,7460.0
Mali,1978,441.0,2790.0,7590.0
Mali,1979,493.0,2990.0,8540.0
Mali,1980,501.0,3440.0,9010.0
Mali,1981,553.0,3610.0,9380.0
Mali,1982,498.0,3740.0,9940.0
Mali,1983,495.0,3270.0,8950.0
Mali,1984,500.0,3020.0,8090.0
Mali,1985,527.0,2720.0,7660.0
Mali,1986,514.0,2810.0,7900.0
Mali,1987,610.0,2890.0,7930.0
Mali,1988,577.0,3040.0,8510.0
Mali,1989,627.0,3130.0,8700.0
Mali,1990,560.0,3280.0,8850.0
Mali,1991,646.0,3280.0,8990.0
Mali,1992,664.0,3320.0,8970.0
Mali,1993,683.0,3390.0,9150.0
Mali,1994,868.0,3460.0,9490.0
Mali,1995,919.0,3550.0,9770.0
Mali,1996,926.0,3630.0,10000.0
Mali,1997,1080.0,3830.0,10300.0
Mali,1998,966.0,3930.0,10600.0
Mali,1999,1000.0,4120.0,11100.0
Mali,2000,967.0,4240.0,11600.0
Mali,2001,1030.0,4450.0,12600.0
Mali,2002,1030.0,4630.0,12700.0
Mali,2003,1110.0,4840.0,13400.0
Mali,2004,1120.0,5010.0,14200.0
Mali,2005,1130.0,5220.0,14400.0
Mali,2006,1170.0,5450.0,14800.0
Mali,2007,1280.0,5840.0,15800.0
Mali,2008,1350.0,6340.0,17300.0
Mali,2009,1340.0,6630.0,19100.0
Mali,2010,1450.0,6860.0,19200.0
Mali,2011,1510.0,7080.0,20200.0
Mali,2012,1560.0,7370.0,20200.0
Malta,1970,34.2,68.8,713.0
Malta,1971,34.9,72.6,713.0
Malta,1972,36.4,70.2,886.0
Malta,1973,34.3,71.0,852.0
Malta,1974,32.8,69.5,783.0
Malta,1975,32.8,72.2,708.0
Malta,1976,36.1,79.0,794.0
Malta,1977,39.3,81.3,839.0
Malta,1978,39.7,80.6,972.0
Malta,1979,38.6,79.9,949.0
Malta,1980,41.4,75.8,1050.0
Malta,1981,37.4,74.3,1190.0
Malta,1982,39.7,75.3,1350.0
Malta,1983,43.0,79.1,1010.0
Malta,1984,48.7,83.8,1370.0
Malta,1985,51.8,84.8,1200.0
Malta,1986,53.4,89.6,1910.0
Malta,1987,62.1,91.7,2000.0
Malta,1988,58.0,93.6,2180.0
Malta,1989,61.7,95.4,2360.0
Malta,1990,68.8,97.9,2350.0
Malta,1991,68.7,102.0,2250.0
Malta,1992,68.9,105.0,2210.0
Malta,1993,75.4,107.0,2840.0
Malta,1994,72.6,107.0,2550.0
Malta,1995,72.2,107.0,2420.0
Malta,1996,67.5,113.0,2370.0
Malta,1997,72.2,118.0,2510.0
Malta,1998,70.5,117.0,2420.0
Malta,1999,63.4,122.0,2450.0
Malta,2000,59.7,123.0,2160.0
Malta,2001,62.9,131.0,2520.0
Malta,2002,59.5,128.0,2350.0
Malta,2003,61.2,134.0,2640.0
Malta,2004,61.3,131.0,2640.0
Malta,2005,63.0,144.0,2770.0
Malta,2006,62.9,156.0,2650.0
Malta,2007,64.6,167.0,2800.0
Malta,2008,65.7,174.0,2630.0
Malta,2009,63.2,183.0,2510.0
Malta,2010,62.9,189.0,2510.0
Malta,2011,61.8,193.0,2520.0
Malta,2012,61.4,124.0,2490.0
Mauritania,1970,144.0,1370.0,3750.0
Mauritania,1971,146.0,1330.0,3650.0
Mauritania,1972,176.0,1210.0,3350.0
Mauritania,1973,169.0,1170.0,3280.0
Mauritania,1974,177.0,966.0,2850.0
Mauritania,1975,201.0,1000.0,2920.0
Mauritania,1976,273.0,1060.0,3060.0
Mauritania,1977,277.0,1120.0,3180.0
Mauritania,1978,287.0,1140.0,3250.0
Mauritania,1979,360.0,1160.0,3350.0
Mauritania,1980,336.0,1180.0,3430.0
Mauritania,1981,361.0,1280.0,3650.0
Mauritania,1982,334.0,1310.0,3750.0
Mauritania,1983,343.0,1170.0,3410.0
Mauritania,1984,424.0,1100.0,3290.0
Mauritania,1985,441.0,1190.0,3480.0
Mauritania,1986,330.0,1210.0,3560.0
Mauritania,1987,429.0,1230.0,3660.0
Mauritania,1988,593.0,1310.0,3840.0
Mauritania,1989,616.0,1370.0,4000.0
Mauritania,1990,488.0,1420.0,4130.0
Mauritania,1991,580.0,1480.0,4260.0
Mauritania,1992,1340.0,1450.0,4220.0
Mauritania,1993,1320.0,1490.0,4310.0
Mauritania,1994,996.0,1420.0,4210.0
Mauritania,1995,1080.0,1410.0,4220.0
Mauritania,1996,985.0,1520.0,4450.0
Mauritania,1997,1050.0,1620.0,4780.0
Mauritania,1998,1120.0,1700.0,4960.0
Mauritania,1999,1140.0,1820.0,5350.0
Mauritania,2000,1310.0,1890.0,5550.0
